subject,Coherence (%),Correct (1) / Incorrect (0),RT (s)
81709,0,1,1.79
81709,10,0,0.736
81709,5,0,0.546
81709,40,1,0.596
81709,0,0,0.765
81709,5,0,0.378
81709,5,1,0.487
81709,0,1,0.838
81709,10,0,0.584
81709,0,0,0.552
81709,10,0,1.275
81709,10,1,0.842
81709,10,1,0.822
81709,5,1,0.974
81709,40,1,0.818
81709,40,1,0.677
81709,5,0,0.95
81709,0,0,1.83
81709,10,1,0.708
81709,40,1,0.877
81709,0,1,0.585
81709,5,0,0.577
81709,5,0,0.852
81709,10,0,0.687
81709,10,1,1.213
81709,40,1,0.756
81709,10,1,0.689
81709,5,1,0.639
81709,5,1,0.578
81709,5,0,1.808
81709,0,0,0.615
81709,0,0,0.554
81709,5,1,0.484
81709,10,1,0.45
81709,0,1,0.518
81709,40,0,0.418
81709,10,0,0.374
81709,10,0,0.412
81709,40,0,0.358
81709,5,0,0.559
81709,5,0,0.933
81709,40,1,0.709
81709,40,1,0.555
81709,10,1,0.663
81709,0,1,0.553
81709,10,1,0.56
81709,5,0,1.528
81709,0,1,0.579
81709,0,1,0.618
81709,10,1,0.543
81709,40,1,0.595
81709,0,1,0.57
81709,5,0,0.551
81709,10,1,0.496
81709,40,1,0.454
81709,40,1,0.393
81709,10,1,0.558
81709,40,1,0.709
81709,0,1,0.53
81709,0,1,0.546
81709,10,0,0.563
81709,10,1,0.765
81709,40,1,0.556
81709,5,1,0.95
81709,0,1,0.644
81709,10,1,1.14
81709,40,1,0.552
81709,0,1,1.022
81709,5,0,0.625
81709,5,1,1.09
81709,0,1,1.559
81709,10,1,0.879
81709,5,0,0.849
81709,5,0,0.811
81709,0,1,0.838
81709,5,0,0.848
81709,0,0,0.531
81709,0,0,0.318
81709,0,1,0.675
81709,10,1,0.621
81709,40,1,0.547
81709,5,0,0.906
81709,10,0,0.533
81709,0,1,0.406
81709,40,0,0.926
81709,0,1,1.451
81709,5,0,0.756
81709,10,1,0.728
81709,0,1,0.781
81709,10,1,0.562
81709,0,0,2.015
81709,10,1,0.58
81709,10,0,0.419
81709,40,1,0.553
81709,10,0,0.447
81709,5,1,1.234
81709,40,1,0.494
81709,5,1,0.589
81709,0,1,1.009
81709,10,1,0.626
81709,5,1,1.271
81709,10,1,1.354
81709,40,1,0.776
81709,0,0,1.663
81709,40,1,0.709
81709,0,0,1.02
81709,0,1,1.85
81709,10,1,0.699
81709,5,1,0.626
81709,10,1,0.748
81709,40,1,0.563
81709,40,1,0.533
81709,0,0,0.507
81709,10,1,0.781
81709,5,1,0.882
81709,10,1,1.111
81709,10,1,1.751
81709,10,1,1.009
81709,10,1,1.307
81709,10,0,0.973
81709,5,0,0.391
81709,10,0,1.049
81709,0,0,2.475
81709,0,0,3.338
81709,5,1,2.392
81709,10,0,2.248
81709,10,1,1.921
81709,5,1,0.884
81709,40,1,0.62
81709,0,1,1.553
81709,10,1,0.718
81709,5,0,1.448
81709,40,1,1.148
81709,5,0,0.425
81709,5,0,1.031
81709,5,0,2.27
81709,5,0,2.021
81709,0,1,0.611
81709,40,1,0.586
81709,40,1,0.343
81709,40,1,0.513
81709,10,1,1.472
81709,0,0,1.026
81709,10,1,0.785
81709,40,1,0.715
81709,5,1,0.554
81709,5,0,1.12
81709,40,1,0.538
81709,40,1,0.608
81709,0,0,0.529
81709,5,1,0.949
81709,10,1,0.456
81709,10,1,0.352
81709,5,1,0.897
81709,0,1,0.981
81709,5,1,0.56
81709,40,1,0.548
81709,0,1,0.657
81709,5,1,0.62
81709,10,1,0.553
81709,0,0,0.552
81709,40,0,0.442
81709,40,1,0.502
81709,5,1,0.677
81709,5,0,0.604
81709,40,1,0.518
81709,5,1,1.006
81709,0,1,0.866
81709,10,0,0.54
81709,0,1,2.098
81709,10,1,0.834
81709,10,1,0.769
81709,40,1,0.673
81709,0,1,0.911
81709,5,1,0.592
81709,10,1,0.668
81709,40,1,0.469
81709,10,1,0.6
81709,5,1,0.575
81709,40,1,0.499
81709,40,1,0.418
81709,0,1,0.728
81709,0,1,0.69
81709,40,1,0.563
81709,5,1,0.967
81709,40,1,0.595
81709,0,1,0.672
81709,5,1,0.86
81709,40,1,0.579
81709,0,1,0.523
81709,0,1,0.529
81709,10,1,0.572
81709,10,1,0.839
81709,40,1,0.597
81709,40,1,0.559
81709,10,1,2.044
81709,10,1,1.235
81709,40,1,0.655
81709,40,1,0.578
81709,40,1,0.502
81709,0,1,3.218
81709,0,0,0.781
81709,0,1,3.031
81709,0,1,0.878
81709,10,0,1.028
81709,40,1,0.477
81709,40,1,0.562
81709,40,1,0.543
81709,40,1,0.39
81709,10,1,0.643
81709,5,0,0.499
81709,10,1,0.294
81709,0,0,0.569
81709,10,1,0.527
81709,10,1,0.61
81709,40,1,0.419
81709,5,0,0.443
81709,0,1,0.391
81709,40,1,0.44
81709,0,0,0.649
81709,40,1,0.617
81709,5,1,0.642
81709,5,1,1.772
81709,10,1,0.951
81709,10,1,0.567
81709,10,1,1.423
81709,0,0,0.677
81709,0,1,1.069
81709,0,0,0.54
81709,10,1,0.685
81709,0,0,0.756
81709,40,1,3.033
81709,10,0,1.635
81709,0,1,0.508
81709,5,1,0.748
81709,10,1,0.765
81709,0,1,0.52
81709,5,1,0.559
81709,40,1,0.524
81709,0,1,0.578
81709,5,0,1.301
81709,0,0,0.751
81709,40,1,0.528
81709,5,1,0.451
81709,0,1,0.587
81709,0,1,1.035
81709,40,1,0.581
81709,10,1,0.462
81709,10,1,0.673
81709,0,1,1.012
81709,0,1,0.952
81709,10,1,0.691
81709,10,1,0.455
81709,40,1,0.361
81709,40,1,0.46
81709,0,1,0.405
81709,10,1,0.538
81709,10,1,0.773
81709,5,1,0.409
81709,0,1,0.426
81709,40,1,0.564
81709,10,1,0.682
81709,5,1,0.51
81709,40,1,0.405
81709,0,0,0.52
81709,40,1,0.32
81709,5,0,0.649
81709,10,0,0.502
81709,10,0,0.292
81709,40,1,0.378
81709,0,1,0.735
81709,0,1,0.574
81709,5,0,0.762
81709,0,0,0.702
81709,10,1,0.678
81709,10,1,0.619
81709,10,1,0.673
81709,5,1,0.577
81709,5,1,0.957
81709,40,1,0.495
81709,0,0,1.747
81709,5,0,2.107
81709,5,1,1.278
81709,5,1,1.188
81709,40,1,1.378
81709,10,1,0.527
81709,40,1,0.55
81709,40,1,0.63
81709,40,1,0.463
81709,0,0,0.269
81709,0,0,0.384
81709,10,1,0.541
81709,5,1,0.619
81709,10,0,0.551
81709,40,0,0.397
81709,0,1,0.449
81709,10,1,0.529
81709,5,0,0.603
81709,10,1,0.536
81709,5,0,0.431
81709,10,0,0.711
81709,5,0,0.485
81709,5,0,0.29
81709,0,0,0.31
81709,10,1,0.774
81709,0,1,0.604
81709,5,1,0.615
81709,0,0,0.685
81709,10,1,0.77
81709,5,1,0.529
81709,5,1,0.702
81709,40,1,0.722
81709,40,1,0.52
81709,5,1,0.529
81709,10,1,0.53
81709,10,1,0.572
81709,40,1,0.917
81709,5,0,0.518
81709,10,1,0.678
81709,5,1,1.927
81709,5,1,1.229
81709,10,1,0.597
81709,10,1,1.376
81709,0,1,2.72
81709,5,1,1.746
81709,5,0,0.776
81709,0,1,0.525
81709,0,1,0.787
81709,10,0,0.86
81709,0,0,0.564
81709,10,1,0.433
81709,0,1,0.751
81709,5,1,0.622
81709,10,1,0.617
81709,10,1,0.986
81709,40,1,0.539
81709,0,1,1.031
81709,0,0,0.745
81709,0,0,0.424
81709,0,0,0.543
81709,0,1,0.415
81709,5,0,0.567
81709,40,0,0.478
81709,0,0,0.853
81709,40,0,0.386
81709,40,1,0.367
81709,10,0,0.435
81709,0,1,0.436
81709,10,0,0.437
81709,40,1,0.42
81709,10,1,0.573
81709,10,1,0.615
81709,10,1,1.48
81709,40,1,0.563
81709,10,1,1.43
81709,0,1,1.781
81709,0,1,2.089
81709,40,1,0.534
81709,40,1,0.481
81709,40,1,0.508
81709,5,1,1.098
81709,10,1,3.777
81709,0,1,0.93
81709,5,1,0.647
81709,10,1,0.491
81709,10,1,0.651
81709,0,1,0.668
81709,40,1,0.629
81709,5,1,0.954
81709,10,0,0.979
81709,0,0,0.531
81709,0,1,0.512
81709,10,0,0.418
81709,5,1,0.578
81709,40,1,0.494
81709,0,0,0.61
81709,40,1,0.561
81709,5,1,1.099
81709,5,0,0.996
81709,5,0,0.475
81709,10,0,0.494
81709,5,1,0.925
81709,5,1,1.788
81709,40,1,0.51
81709,40,1,0.56
81709,0,0,0.511
81709,10,1,0.573
81709,5,1,0.692
81709,0,0,0.311
81709,5,1,0.474
81709,0,1,0.492
81709,0,0,0.421
81709,5,0,0.348
81709,40,1,0.34
81709,0,1,0.621
81709,0,1,0.95
81709,10,1,0.838
81709,0,0,0.512
81709,10,1,0.41
81709,5,0,0.359
81709,5,1,0.286
81709,5,0,0.547
81709,0,0,0.285
81709,40,1,0.309
81709,40,1,0.457
81709,10,0,0.653
81709,5,1,0.341
81709,40,1,0.452
81709,40,1,0.57
81709,5,0,0.442
81709,40,1,0.353
81709,0,0,0.572
81709,5,0,0.431
81709,10,1,0.257
81709,0,1,0.481
81709,0,0,0.811
81709,40,0,0.671
81709,10,1,0.382
81709,0,1,2.222
81709,5,0,0.422
81709,0,1,0.488
81709,5,0,0.502
81709,40,0,0.425
81709,40,1,0.572
81709,40,1,0.487
81709,40,1,0.448
81709,10,1,0.918
81709,10,0,0.521
81709,5,0,0.445
81709,10,0,0.422
81709,40,0,0.394
81709,5,1,0.392
81709,10,1,0.571
81709,0,1,0.873
81709,40,1,0.625
81709,10,0,0.641
81709,5,1,0.415
81709,40,1,0.516
81709,10,1,0.569
81709,10,1,1.565
81709,5,1,0.581
81709,40,1,0.523
81709,40,1,0.503
81709,0,1,0.448
81709,40,1,0.443
81709,0,1,0.451
81709,10,1,0.486
81709,40,1,0.406
81709,5,1,0.453
81709,0,1,0.412
81709,40,1,0.472
81709,0,0,0.395
81709,10,1,0.664
81709,10,1,0.51
81709,0,0,0.491
81709,0,0,0.31
81709,5,1,0.306
81709,40,1,0.449
81709,10,1,0.415
81709,0,1,0.359
81709,0,0,0.388
81709,5,1,0.364
81709,0,0,0.467
81709,10,1,0.585
81709,10,1,0.621
81709,5,0,0.917
81709,40,1,0.625
81709,0,0,0.805
81709,0,1,0.441
81709,0,0,0.258
81709,40,0,0.323
81709,40,0,0.377
81709,0,0,0.391
81709,10,0,0.297
81709,5,1,0.786
81709,0,1,0.765
81709,10,1,1.211
81709,40,1,0.816
81709,40,1,0.48
81709,40,1,0.421
81709,0,1,1.544
81709,10,0,1.313
81709,0,1,1.743
81709,5,0,0.781
81709,40,0,0.451
81709,5,1,0.676
81709,0,1,0.815
81709,10,1,1.104
81709,5,1,1.546
81709,10,1,0.671
81709,5,1,0.56
81709,5,0,0.68
81709,10,1,0.564
81709,40,1,0.504
81709,5,1,0.826
81709,10,1,1.015
81709,10,1,0.588
81709,10,1,0.433
81709,0,0,0.49
81709,10,0,0.559
81709,0,1,0.257
81709,40,1,0.502
81709,40,1,1.238
81709,5,1,0.536
81709,5,1,0.607
81709,0,0,0.656
81709,5,1,0.689
81709,5,1,0.383
81709,0,0,0.444
81709,0,1,0.704
81709,0,0,0.605
81709,10,1,0.502
81709,5,1,0.485
81709,10,0,0.694
81709,5,1,0.38
81709,10,0,0.529
81709,40,1,0.582
81709,10,1,0.35
81709,5,0,0.356
81709,0,0,0.307
81709,40,1,0.356
81709,0,0,0.706
81709,5,0,0.669
81709,10,1,0.767
81709,40,1,0.542
81709,5,0,0.572
81709,5,1,0.59
81709,10,1,0.838
81709,0,1,1.091
81709,0,1,0.765
81709,0,1,0.687
81709,10,1,0.46
81709,0,0,0.446
81709,40,1,0.307
81709,0,0,0.389
81709,40,1,0.685
81709,40,1,0.475
81709,40,1,0.617
81709,10,1,0.756
81709,40,1,1.057
81709,0,0,3.087
81709,40,0,2.7
81709,5,1,1.405
81709,5,1,1.328
81709,5,1,2.241
81709,40,1,3.798
81709,10,1,2.07
81709,40,1,0.556
81709,0,1,0.692
81709,10,1,1.688
81709,0,0,0.685
81709,5,0,1.406
81709,40,0,0.362
81709,5,1,1.484
81709,5,0,0.654
81709,0,0,0.564
81709,0,1,4.663
81709,40,1,1.174
81709,10,1,2.481
81709,0,1,0.724
81709,0,0,3.867
81709,0,0,0.689
81709,40,0,0.332
81709,10,1,0.362
81709,0,0,0.614
81709,10,1,0.586
81709,5,1,0.65
81709,5,0,0.58
81709,10,0,0.585
81709,0,1,0.517
81709,0,0,0.713
81709,5,1,0.452
81709,5,1,0.538
81709,5,1,0.628
81709,10,1,0.95
81709,10,1,0.713
81709,5,1,1.088
81709,0,1,0.58
81709,10,1,0.61
81709,40,1,0.607
81709,40,1,0.91
81709,10,0,0.53
81709,5,1,0.803
81709,10,1,0.606
81709,0,1,0.444
81709,10,1,0.679
81709,5,0,0.645
81709,40,0,0.508
81709,40,1,0.458
81709,0,1,0.575
81709,5,1,0.571
81709,0,0,0.562
81709,0,0,1.599
81709,10,1,1.336
81709,40,1,0.74
81709,40,1,1.115
81709,5,1,1.401
81709,0,0,2.641
81709,0,0,3.688
81709,5,0,1.442
81709,40,1,0.481
81709,10,1,1.187
81709,40,1,0.56
81709,5,0,2.066
81709,40,1,0.485
81709,40,1,0.516
81709,10,1,0.579
81709,0,0,0.511
81709,10,0,1.18
81709,0,1,0.612
81709,40,1,0.48
81709,40,1,0.529
81709,40,1,0.5
81709,40,1,0.453
81709,5,0,0.709
81709,5,0,0.312
81709,0,1,0.716
81709,0,0,0.523
81709,0,1,1.851
81709,40,1,0.551
81709,0,1,0.948
81709,5,1,0.985
81709,0,1,1.318
81709,10,1,1.309
81709,40,1,0.696
81709,0,1,0.96
81709,40,1,0.583
81709,10,1,0.676
81709,10,1,0.843
81709,0,1,0.528
81709,5,1,0.909
81709,10,1,0.575
81709,5,0,0.852
81709,40,1,0.617
81709,40,1,0.716
81709,10,1,0.986
81709,0,0,0.682
81709,5,0,0.323
81709,5,1,0.269
81709,10,1,0.647
81709,10,1,0.847
81709,0,1,1.659
81709,10,1,0.921
81709,0,1,1.023
81709,5,1,0.554
81709,5,1,0.656
81709,5,1,1.235
81709,5,1,1.665
81709,0,0,0.797
81709,40,1,0.756
81709,0,0,2.221
81709,0,0,2.172
81709,0,1,0.844
81709,5,0,0.788
81709,5,1,0.477
81709,10,1,0.81
81709,40,1,0.555
81709,5,1,1.007
81709,10,1,1.097
81709,0,1,0.807
81709,40,1,0.542
81709,5,0,0.484
81709,5,1,0.483
81709,10,1,0.541
81709,40,1,0.633
81709,10,1,0.907
81709,5,0,2.536
81709,10,1,0.563
81709,5,1,0.977
81709,40,1,0.544
81709,40,1,0.509
81709,40,1,0.604
81709,5,1,1.092
81709,10,1,0.591
81709,5,0,0.957
81709,0,0,0.544
81709,0,1,0.616
81709,5,1,0.538
81709,0,0,0.411
81709,10,0,0.47
81709,40,1,0.493
81709,10,1,0.651
81709,5,1,0.654
81709,5,1,0.508
81709,40,1,0.718
81709,0,1,0.653
81709,0,1,0.92
81709,10,0,1.978
81709,0,1,0.426
81709,0,1,0.696
81709,5,0,0.57
81709,5,1,0.609
81709,10,0,1.488
81709,5,1,0.428
81709,10,1,0.836
81709,5,1,0.37
81709,10,1,0.528
81709,5,1,0.444
81709,10,1,0.618
81709,40,1,0.503
81709,0,0,0.981
81709,5,0,0.626
81709,0,1,0.361
81709,0,1,0.433
81709,40,1,0.423
81709,5,0,0.442
81709,0,0,0.511
81709,0,1,0.444
81709,10,1,0.607
81709,40,1,0.594
81709,10,1,0.756
81709,0,1,0.494
81709,0,1,0.941
81709,40,1,0.428
81709,40,1,0.527
81709,0,1,0.597
81709,40,1,0.676
81709,0,0,0.426
81709,0,0,0.574
81709,10,1,0.874
81709,40,1,0.539
81709,5,1,1.62
81709,10,0,0.704
81709,40,1,0.625
81709,40,1,0.364
81709,40,1,1.166
81709,5,0,0.767
81709,5,0,0.554
81709,10,1,0.731
81709,0,1,1.48
81709,10,0,0.721
81709,10,1,0.607
81709,0,1,0.926
81709,40,1,0.556
81709,10,0,0.629
81709,5,0,0.459
81709,5,0,0.313
81709,10,1,0.45
81709,5,1,0.637
81709,5,0,0.491
81709,40,1,0.418
81709,40,1,0.554
81709,10,0,0.424
81709,5,0,0.774
81709,0,0,0.465
81709,40,1,0.546
81709,10,1,1.086
81709,5,1,0.985
81709,40,1,0.689
81709,10,1,0.59
81709,10,1,2.032
81709,40,1,0.54
81709,0,1,0.388
81709,5,0,0.732
81709,5,1,0.501
81709,40,1,0.653
81709,40,1,0.487
81709,40,1,0.498
81709,10,1,0.435
81709,10,1,0.482
81709,5,1,0.462
81709,5,1,0.55
81709,5,1,0.539
81709,10,1,0.617
81709,5,1,0.504
81709,40,1,0.462
81709,40,1,0.554
81709,10,1,0.516
81709,40,1,0.493
81709,0,0,0.55
81709,5,0,0.546
81709,0,1,0.489
81709,5,1,1.881
81709,40,1,0.554
81709,0,1,0.523
81709,10,1,0.523
81709,0,1,0.622
81709,0,1,0.758
81709,10,1,0.673
81709,0,0,0.738
81709,0,0,0.487
81709,40,1,0.525
81709,0,0,0.71
81709,0,0,0.598
81709,0,1,0.612
81709,0,0,0.691
81709,5,1,0.62
81709,40,1,1.052
81709,5,0,0.729
81709,40,1,0.566
81709,0,1,0.533
81709,40,1,0.439
81709,0,0,0.587
81709,5,1,0.675
81709,40,1,0.535
81709,0,1,0.462
81709,0,1,0.413
81709,10,1,0.381
81709,40,1,0.508
81709,5,1,0.353
81709,40,1,0.424
81709,0,1,0.414
81709,40,1,0.464
81709,40,1,0.512
81709,10,1,0.566
81709,40,1,0.412
81709,10,1,0.456
81709,10,1,0.549
81709,0,0,0.453
81709,5,0,0.679
81709,5,1,0.489
81709,10,1,0.543
81709,10,1,0.525
81709,40,1,0.482
81709,40,1,0.551
81709,40,1,0.53
81709,0,1,0.559
81709,40,1,0.513
81709,5,1,0.953
81709,5,1,0.843
81709,0,1,0.506
81709,40,0,0.429
81709,40,0,0.361
81709,5,0,0.593
81709,40,1,0.546
81709,5,1,0.533
81709,5,1,1.233
81709,5,0,0.572
81709,0,0,0.436
81709,40,1,0.594
81709,40,1,0.479
81709,10,0,0.446
81709,5,1,0.663
81709,10,1,0.618
81709,10,1,1.191
81709,40,1,0.489
81709,5,0,1.225
81709,10,1,0.567
81709,0,0,0.608
81709,10,0,0.612
81709,0,0,0.699
81709,0,0,0.621
81709,40,0,0.447
81709,0,0,1.18
81709,0,0,0.341
81709,0,1,0.885
81709,40,1,0.511
81709,0,0,0.507
81709,40,0,0.478
81709,5,1,1.103
81709,0,1,0.658
81709,0,0,0.953
81709,40,1,0.491
81709,40,1,0.494
81709,10,1,0.843
81709,0,0,2.013
81709,40,1,0.578
81709,40,1,0.441
81709,10,1,0.622
81709,40,1,0.455
81709,10,1,0.611
81709,40,1,0.633
81709,0,1,0.729
81709,0,0,0.473
81709,10,0,0.52
81709,5,0,0.549
81709,0,1,0.512
81709,40,1,0.537
81709,5,1,0.505
81709,10,1,0.55
81709,40,1,0.518
81709,0,0,0.567
81709,40,1,0.487
81709,5,0,0.394
81709,0,0,0.506
81709,40,1,0.536
81709,0,0,0.466
81709,10,1,0.453
81709,40,1,0.703
81709,40,1,0.49
81709,40,1,0.578
81709,10,1,1.363
81709,10,1,1.284
81709,5,0,0.764
81709,0,0,0.684
81709,5,1,0.583
81709,40,1,0.712
81709,5,0,0.791
81709,40,0,0.502
81709,10,0,0.648
81709,40,1,0.494
81709,5,1,0.464
81709,0,0,0.726
81709,5,0,2.23
81709,40,1,0.556
81709,40,1,0.563
81709,0,0,0.533
81709,10,1,0.73
81709,10,1,0.583
81709,0,0,0.572
81709,5,0,0.419
81709,0,1,0.774
81709,40,1,0.664
81709,10,1,0.49
81709,40,1,0.581
81709,0,0,1.44
81709,0,0,0.885
81709,0,1,0.637
81709,0,0,0.679
81709,40,1,0.548
81709,10,1,2.24
81709,0,0,0.681
81709,5,1,0.555
81709,0,0,0.514
81709,40,1,0.614
81709,5,1,0.54
81709,40,1,2.027
81709,10,1,1.583
81709,0,0,0.737
81709,5,1,0.495
81709,40,0,0.431
81709,10,0,2.166
81709,5,0,0.561
81709,5,1,1.104
81709,10,1,1.491
81709,5,1,1.018
81709,40,1,0.675
81709,0,1,0.644
81709,0,0,1.084
81709,5,0,1.713
81709,40,1,0.998
81709,10,0,0.623
81709,5,0,0.443
81709,10,1,0.588
81709,0,1,0.651
81709,10,1,0.439
81709,5,1,0.49
81709,5,0,0.4
81709,5,0,0.293
81709,10,1,0.431
81709,10,1,0.545
81709,40,1,0.492
81709,40,1,0.428
81709,10,1,0.48
81709,5,1,0.65
81709,0,0,0.754
81709,10,1,1.02
81709,0,1,0.666
81709,40,1,0.561
81709,10,1,0.662
81709,10,1,0.679
81709,5,1,0.636
81709,5,0,0.427
81709,40,1,0.802
81709,40,1,0.75
81709,0,1,0.548
81709,40,1,0.484
81709,40,1,0.42
81709,0,1,0.366
81709,10,1,0.392
81709,5,0,0.503
81709,40,1,0.475
81709,5,0,0.933
81709,5,1,0.619
81709,5,1,0.585
81709,0,1,0.486
81709,5,1,0.55
81709,40,1,0.483
81709,0,1,0.831
81709,5,0,1.1
81709,0,0,0.356
81709,0,1,1.466
81709,40,1,0.759
81709,10,1,0.945
81709,5,1,0.625
81709,0,0,0.521
81709,10,0,0.32
81709,5,0,0.42
81709,10,0,0.507
81709,0,1,0.691
81709,10,1,0.764
81709,5,1,0.744
81709,5,0,0.473
81709,5,1,0.503
81709,40,1,0.455
81709,0,0,1.891
81709,10,1,0.719
81709,40,1,0.62
81709,40,1,0.518
81709,0,0,1.09
81709,40,1,0.761
81709,10,0,0.566
81709,10,1,0.644
81709,40,0,1.165
81709,0,1,0.938
81709,10,1,0.706
81709,5,1,0.591
81709,10,1,0.981
81709,5,0,1.031
81709,5,1,0.568
81709,40,1,0.576
81709,40,1,1.328
81709,5,1,0.478
81709,5,0,0.862
81709,5,0,0.441
81709,40,0,0.361
81709,10,1,0.407
81709,40,1,0.496
81709,5,1,0.46
81709,10,0,0.465
81709,40,0,0.283
81709,0,1,0.448
81709,0,0,0.635
81709,40,1,0.736
81709,0,1,0.545
81709,10,1,0.439
81709,5,1,1.102
81709,0,1,0.484
81709,40,1,0.418
81709,0,0,0.592
81709,5,1,0.647
81709,0,1,1.03
81709,5,1,0.666
81709,40,1,0.354
81709,40,1,0.47
81709,40,1,0.532
81709,5,1,0.462
81709,10,0,0.391
81709,0,1,0.359
81709,0,0,0.509
81709,5,0,0.288
81709,0,0,0.415
81709,40,1,0.617
81709,40,1,0.52
81709,5,1,1.321
81709,40,1,0.458
81709,40,1,0.504
81709,0,0,0.558
81709,40,0,0.426
81709,10,1,0.568
81709,0,0,1.254
81709,40,1,0.545
81709,0,1,0.86
81709,10,1,0.403
81709,40,0,0.357
81709,0,0,0.42
81709,40,1,0.455
81709,5,1,0.446
81709,0,1,0.515
81709,10,1,0.391
81709,5,1,0.688
81709,10,1,0.375
81709,0,0,0.378
81709,0,0,0.437
81709,40,1,0.455
81709,10,0,0.426
81709,10,0,0.508
81709,40,1,0.488
81709,0,1,0.726
81709,0,1,0.633
81709,0,1,0.767
81709,40,1,0.546
81709,0,1,0.437
81709,0,1,0.62
81709,10,1,0.628
81709,10,0,0.46
81709,0,1,0.508
81709,40,1,0.456
81709,0,0,0.461
81709,10,0,0.387
81709,10,0,0.443
81709,0,0,1.69
81709,40,1,0.53
81709,10,0,0.436
81709,40,1,0.619
81709,10,1,0.489
81709,10,0,0.517
81709,40,1,0.773
81709,0,1,1.29
81709,5,1,1.87
81709,10,1,0.878
81709,5,0,1.611
81709,10,0,0.65
81709,5,0,0.263
81709,0,1,1.231
81709,40,1,0.568
81709,5,1,1.746
81709,0,1,0.604
81709,10,1,0.533
81709,40,1,0.572
81709,40,1,0.5
81709,40,1,0.5
81709,10,0,0.638
81709,10,1,0.491
81709,5,1,2.158
81709,40,1,0.709
81709,40,1,0.51
81709,10,1,0.565
81709,40,1,0.523
81709,40,1,0.502
81709,5,0,0.592
81709,10,1,0.477
81709,5,1,0.689
81709,40,1,0.695
81709,10,1,0.572
81709,40,1,0.449
81709,40,1,0.489
81709,5,0,0.971
81709,5,1,0.437
81709,5,0,1.098
81709,10,1,1.588
81709,0,1,1.148
81709,5,0,0.811
81709,5,0,0.41
81709,40,1,1.26
81709,10,1,0.595
81709,0,0,0.461
81709,10,1,0.458
81709,10,0,0.453
81709,0,0,0.419
81709,40,1,0.564
81709,5,0,0.804
81709,40,0,0.413
81709,0,0,0.483
81709,0,1,1.021
81709,40,1,0.518
81709,5,1,0.862
81709,10,1,0.554
81709,40,1,0.463
81709,5,0,0.433
81709,5,1,0.824
81709,40,1,0.573
81709,0,1,0.646
81709,5,1,0.629
81709,10,1,0.501
81709,40,1,0.615
81709,5,1,0.486
81709,40,1,0.536
81709,10,1,0.48
81709,10,0,0.476
81709,0,1,0.33
81709,5,0,0.458
81709,5,0,0.546
81709,0,0,0.42
81709,10,1,0.475
81709,40,1,0.47
81709,10,1,0.787
81709,40,1,0.556
81709,0,0,1.082
81709,0,1,0.426
81709,0,1,0.76
81709,0,0,0.547
81709,0,1,1.107
81709,0,1,1.744
81709,5,0,0.813
81709,40,1,0.674
81709,10,1,1.172
81709,40,1,0.567
81709,5,1,0.632
81709,0,0,0.811
81709,5,1,0.575
81709,5,1,1.07
81709,40,1,0.873
81709,40,1,0.573
81709,40,1,0.567
81709,0,1,1.073
81709,0,0,0.876
81709,10,0,2.72
81709,10,0,0.438
81709,5,1,1.207
81709,0,0,0.669
81709,5,1,0.647
81709,10,0,0.483
81709,10,1,1.146
81709,10,1,1.019
81709,10,1,1.482
81709,10,1,0.676
81709,10,1,0.614
81709,0,1,1.165
81709,40,1,0.682
81709,5,0,3.397
81709,5,0,1.645
81709,0,0,1.688
81709,40,1,0.817
81709,40,1,0.554
81709,40,1,0.474
81709,40,1,0.744
81709,5,1,0.74
81709,0,1,1.964
81844,0,0,0.844
81844,10,1,0.531
81844,40,1,0.84
81844,40,1,0.773
81844,40,1,0.815
81844,0,0,0.713
81844,10,1,0.712
81844,40,1,0.765
81844,40,1,0.721
81844,40,1,1.001
81844,10,0,1.322
81844,0,1,0.982
81844,10,1,1.175
81844,10,1,0.976
81844,0,0,1.255
81844,10,0,1.076
81844,40,1,0.789
81844,40,1,0.782
81844,5,1,0.999
81844,5,0,1.004
81844,10,1,0.875
81844,10,1,0.777
81844,40,1,0.727
81844,10,0,0.797
81844,10,1,0.729
81844,10,1,0.909
81844,5,0,0.722
81844,40,1,0.988
81844,5,1,1.159
81844,40,1,0.772
81844,5,0,1.197
81844,40,1,0.733
81844,0,0,0.747
81844,5,1,1.322
81844,10,1,0.817
81844,5,1,0.898
81844,0,1,0.796
81844,0,1,0.778
81844,40,1,0.735
81844,0,0,1.087
81844,10,0,0.67
81844,40,1,0.643
81844,0,1,1.211
81844,5,0,0.841
81844,5,1,0.947
81844,40,1,0.758
81844,10,0,0.721
81844,0,0,0.521
81844,10,1,0.483
81844,5,0,0.529
81844,5,1,0.446
81844,5,1,0.57
81844,5,0,0.478
81844,10,1,0.475
81844,10,1,0.929
81844,0,0,0.749
81844,10,1,0.439
81844,10,0,0.604
81844,40,0,0.705
81844,10,0,0.608
81844,40,1,0.881
81844,10,1,0.778
81844,40,1,0.765
81844,0,1,0.999
81844,10,1,0.76
81844,5,0,0.854
81844,0,1,0.924
81844,40,1,0.84
81844,10,1,0.983
81844,0,0,1.815
81844,40,1,0.582
81844,0,1,0.754
81844,5,0,0.656
81844,0,1,1.029
81844,5,1,1.152
81844,10,1,0.631
81844,40,1,0.697
81844,40,1,0.683
81844,5,1,0.916
81844,10,1,0.872
